"ESS","famille","typo_C","typo_C_det","taille_etab","IDF","nb_etab","nb_ent","eff_31","eff_EQTP","rem_brut"
"ESS + Hors ESS","Public","ENSEIGNEMENT (PZ)","Ensemble","Toutes entreprises","IDF","8287","1570","269362","249695","9016301876"
"ESS + Hors ESS","Public","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Toutes entreprises","Hors IDF","1154","127","12300","11945","289937176"
"ESS + Hors ESS","Public","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Toutes entreprises","IDF","200","12","2414","2293","59112029"
"ESS + Hors ESS","Public","INDUSTRIES ALIMENTAIRES (CA)","Ensemble","Toutes entreprises","Hors IDF","63","15","s","s","s"
"ESS + Hors ESS","Public","INFORMATION ET COMMUNICATION (JZ)","Ensemble","Toutes entreprises","Hors IDF","132","46","s","s","s"
"ESS + Hors ESS","Public","INFORMATION ET COMMUNICATION (JZ)","Ensemble","Toutes entreprises","IDF","20","14","s","s","s"
"ESS + Hors ESS","Public","NON-CLASSES (94.99Z)","Ensemble","Toutes entreprises","Hors IDF","5","1","s","s","s"
"ESS + Hors ESS","Public","NON-CLASSES (94.99Z)","Ensemble","Toutes entreprises","IDF","3","3","s","s","s"
"ESS + Hors ESS","Public","SANTE HUMAINE (QA)","Ensemble","Toutes entreprises","Hors IDF","2595","790","870601","804389","27467030738"
"ESS + Hors ESS","Public","SANTE HUMAINE (QA)","Ensemble","Toutes entreprises","IDF","276","57","181793","168003","5909547218"
"ESS + Hors ESS","Public","SERVICES DIVERS","Ensemble","Toutes entreprises","Hors IDF","57842","41758","2059976","1929008","61959251261"
"ESS + Hors ESS","Public","SERVICES DIVERS","Ensemble","Toutes entreprises","IDF","5232","2080","626196","595519","22360549727"
"ESS + Hors ESS","Public","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Toutes entreprises","Hors IDF","1066","477","69900","67335","2926677476"
"ESS + Hors ESS","Public","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Toutes entreprises","IDF","274","41","43233","42361","1957166744"
"ESS + Hors ESS","Public","SPORTS ET LOISIRS (RZ2)","Ensemble","Toutes entreprises","Hors IDF","375","137","3247","3269","94874075"
"ESS + Hors ESS","Public","SPORTS ET LOISIRS (RZ2)","Ensemble","Toutes entreprises","IDF","254","30","2734","2802","84221057"
"ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Ensemble","1 - Micro entreprise","Ensemble","81","50","s","s","s"
"ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Ensemble","2 - Petites entreprises","Ensemble","52","32","832","608","14690890"
"ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Ensemble","3 - Moyennes entreprises","Ensemble","14","11","1012","794","18602399"
"ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Ensemble","4 - Grandes entreprises","Ensemble","1","1","s","s","s"
"ESS + Hors ESS","1. Coopérative","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","1 - Micro entreprise","Ensemble","11010","1309","44071","45412","2015306596"
"ESS + Hors ESS","1. Coopérative","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","2 - Petites entreprises","Ensemble","2578","214","s","s","s"
"ESS + Hors ESS","1. Coopérative","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","3 - Moyennes entreprises","Ensemble","166","16","s","s","s"
"ESS + Hors ESS","1. Coopérative","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","4 - Grandes entreprises","Ensemble","111","40","63791","62600","3295899422"
"ESS + Hors ESS","1. Coopérative","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","1 - Micro entreprise","Ensemble","681","626","s","s","s"
"ESS + Hors ESS","1. Coopérative","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","2 - Petites entreprises","Ensemble","110","76","2286","2218","79243032"
"ESS + Hors ESS","1. Coopérative","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","3 - Moyennes entreprises","Ensemble","28","19","s","s","s"
"ESS + Hors ESS","1. Coopérative","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","4 - Grandes entreprises","Ensemble","1","1","s","s","s"
"ESS + Hors ESS","1. Coopérative","ARTS SPECTACLES (RZ1)","Ensemble","1 - Micro entreprise","Ensemble","71","60","s","s","s"
"ESS + Hors ESS","1. Coopérative","ARTS SPECTACLES (RZ1)","Ensemble","2 - Petites entreprises","Ensemble","22","22","417","s","s"
"ESS + Hors ESS","1. Coopérative","ARTS SPECTACLES (RZ1)","Ensemble","3 - Moyennes entreprises","Ensemble","6","6","s","493","17313805"
"ESS + Hors ESS","1. Coopérative","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","1 - Micro entreprise","Ensemble","705","594","2362","2509","81890686"
"ESS + Hors ESS","1. Coopérative","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","2 - Petites entreprises","Ensemble","438","353","9540","9054","305167496"
"ESS + Hors ESS","1. Coopérative","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","3 - Moyennes entreprises","Ensemble","100","76","8735","8357","295881010"
"ESS + Hors ESS","1. Coopérative","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","4 - Grandes entreprises","Ensemble","5","4","2238","2184","76475599"
"ESS + Hors ESS","1. Coopérative","COMMERCE (GZ)","Ensemble","1 - Micro entreprise","Ensemble","2452","636","s","s","s"
"ESS + Hors ESS","1. Coopérative","COMMERCE (GZ)","Ensemble","2 - Petites entreprises","Ensemble","721","345","14584","14250","489684863"
"ESS + Hors ESS","1. Coopérative","COMMERCE (GZ)","Ensemble","3 - Moyennes entreprises","Ensemble","163","97","15599","15334","561173586"
"ESS + Hors ESS","1. Coopérative","COMMERCE (GZ)","Ensemble","4 - Grandes entreprises","Ensemble","29","22","s","s","s"
"ESS + Hors ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Ensemble","1 - Micro entreprise","Ensemble","175","96","s","s","s"
"ESS + Hors ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Ensemble","2 - Petites entreprises","Ensemble","77","33","1266","1073","33635917"
"ESS + Hors ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Ensemble","3 - Moyennes entreprises","Ensemble","10","5","s","s","s"
"ESS + Hors ESS","1. Coopérative","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","1 - Micro entreprise","Ensemble","119","99","378","398","9641714"
"ESS + Hors ESS","1. Coopérative","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","2 - Petites entreprises","Ensemble","25","21","s","s","s"
"ESS + Hors ESS","1. Coopérative","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","3 - Moyennes entreprises","Ensemble","1","1","s","s","s"
"ESS + Hors ESS","1. Coopérative","INDUSTRIES ALIMENTAIRES (CA)","Ensemble","1 - Micro entreprise","Ensemble","671","594","s","s","s"
"ESS + Hors ESS","1. Coopérative","INDUSTRIES ALIMENTAIRES (CA)","Ensemble","2 - Petites entreprises","Ensemble","307","253","s","s","s"
"ESS + Hors ESS","1. Coopérative","INDUSTRIES ALIMENTAIRES (CA)","Ensemble","3 - Moyennes entreprises","Ensemble","77","52","s","s","s"
"ESS + Hors ESS","1. Coopérative","INDUSTRIES ALIMENTAIRES (CA)","Ensemble","4 - Grandes entreprises","Ensemble","17","8","8332","7813","289996902"
"ESS + Hors ESS","1. Coopérative","INFORMATION ET COMMUNICATION (JZ)","Ensemble","1 - Micro entreprise","Ensemble","198","167","s","s","s"
"ESS + Hors ESS","1. Coopérative","INFORMATION ET COMMUNICATION (JZ)","Ensemble","2 - Petites entreprises","Ensemble","46","37","s","s","s"
"ESS + Hors ESS","1. Coopérative","INFORMATION ET COMMUNICATION (JZ)","Ensemble","3 - Moyennes entreprises","Ensemble","4","4","s","s","s"
"ESS + Hors ESS","1. Coopérative","NON-CLASSES (94.99Z)","Ensemble","1 - Micro entreprise","Ensemble","21","18","s","s","s"
"ESS + Hors ESS","1. Coopérative","NON-CLASSES (94.99Z)","Ensemble","2 - Petites entreprises","Ensemble","2","2","s","s","s"
"ESS + Hors ESS","1. Coopérative","NON-CLASSES (94.99Z)","Ensemble","3 - Moyennes entreprises","Ensemble","1","1","s","s","s"
"ESS + Hors ESS","1. Coopérative","SANTE HUMAINE (QA)","Ensemble","1 - Micro entreprise","Ensemble","31","30","s","s","s"
"ESS + Hors ESS","1. Coopérative","SANTE HUMAINE (QA)","Ensemble","2 - Petites entreprises","Ensemble","7","5","s","s","s"
"ESS + Hors ESS","1. Coopérative","SANTE HUMAINE (QA)","Ensemble","3 - Moyennes entreprises","Ensemble","1","1","s","s","s"
"ESS + Hors ESS","1. Coopérative","SERVICES DIVERS","Ensemble","1 - Micro entreprise","Ensemble","425","215","s","s","s"
"ESS + Hors ESS","1. Coopérative","SERVICES DIVERS","Ensemble","2 - Petites entreprises","Ensemble","108","70","2255","2046","76174168"
"ESS + Hors ESS","1. Coopérative","SERVICES DIVERS","Ensemble","3 - Moyennes entreprises","Ensemble","28","11","s","s","s"
"ESS + Hors ESS","1. Coopérative","SERVICES DIVERS","Ensemble","4 - Grandes entreprises","Ensemble","5","3","s","s","s"
"ESS + Hors ESS","1. Coopérative","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","1 - Micro entreprise","Ensemble","1606","1399","s","s","s"
"ESS + Hors ESS","1. Coopérative","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","2 - Petites entreprises","Ensemble","281","184","5099","4621","166187684"
"ESS + Hors ESS","1. Coopérative","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","3 - Moyennes entreprises","Ensemble","60","41","4913","4154","155302712"
"ESS + Hors ESS","1. Coopérative","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","4 - Grandes entreprises","Ensemble","7","5","s","s","s"
"ESS + Hors ESS","1. Coopérative","SPORTS ET LOISIRS (RZ2)","Ensemble","1 - Micro entreprise","Ensemble","18","11","s","s","s"
"ESS + Hors ESS","1. Coopérative","SPORTS ET LOISIRS (RZ2)","Ensemble","2 - Petites entreprises","Ensemble","6","5","120","114","2859199"
"ESS + Hors ESS","1. Coopérative","SPORTS ET LOISIRS (RZ2)","Ensemble","3 - Moyennes entreprises","Ensemble","1","1","s","s","s"
"ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Ensemble","1 - Micro entreprise","Ensemble","236","25","s","s","s"
"ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Ensemble","2 - Petites entreprises","Ensemble","315","13","7639","6569","176063494"
"ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Ensemble","3 - Moyennes entreprises","Ensemble","163","10","11781","10314","270308340"
"ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Ensemble","4 - Grandes entreprises","Ensemble","2","0","s","s","s"
"ESS + Hors ESS","2. Mutuelle","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","1 - Micro entreprise","Ensemble","3670","270","11615","11553","494408231"
"ESS + Hors ESS","2. Mutuelle","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","2 - Petites entreprises","Ensemble","774","144","s","s","s"
"ESS + Hors ESS","2. Mutuelle","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","3 - Moyennes entreprises","Ensemble","299","68","31790","29650","1270406845"
"ESS + Hors ESS","2. Mutuelle","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","4 - Grandes entreprises","Ensemble","48","21","s","s","s"
"ESS + Hors ESS","2. Mutuelle","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","1 - Micro entreprise","Ensemble","1","0","s","s","s"
"ESS + Hors ESS","2. Mutuelle","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","1 - Micro entreprise","Ensemble","8","0","s","s","s"
"ESS + Hors ESS","2. Mutuelle","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","2 - Petites entreprises","Ensemble","9","1","s","s","s"
"ESS + Hors ESS","2. Mutuelle","COMMERCE (GZ)","Ensemble","1 - Micro entreprise","Ensemble","840","19","s","s","s"
"ESS + Hors ESS","2. Mutuelle","COMMERCE (GZ)","Ensemble","2 - Petites entreprises","Ensemble","93","8","s","s","s"
"ESS + Hors ESS","2. Mutuelle","COMMERCE (GZ)","Ensemble","3 - Moyennes entreprises","Ensemble","2","1","s","s","s"
"ESS + Hors ESS","2. Mutuelle","ENSEIGNEMENT (PZ)","Ensemble","1 - Micro entreprise","Ensemble","3","0","s","s","s"
"ESS + Hors ESS","2. Mutuelle","ENSEIGNEMENT (PZ)","Ensemble","2 - Petites entreprises","Ensemble","2","0","s","s","s"
"ESS + Hors ESS","2. Mutuelle","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","1 - Micro entreprise","Ensemble","14","1","s","s","s"
"ESS + Hors ESS","2. Mutuelle","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","2 - Petites entreprises","Ensemble","5","1","s","s","s"
"ESS + Hors ESS","2. Mutuelle","NON-CLASSES (94.99Z)","Ensemble","1 - Micro entreprise","Ensemble","9","1","s","s","s"
"ESS + Hors ESS","2. Mutuelle","NON-CLASSES (94.99Z)","Ensemble","2 - Petites entreprises","Ensemble","2","1","s","s","s"
"ESS + Hors ESS","2. Mutuelle","NON-CLASSES (94.99Z)","Ensemble","3 - Moyennes entreprises","Ensemble","1","0","s","s","s"
"ESS + Hors ESS","2. Mutuelle","SANTE HUMAINE (QA)","Ensemble","1 - Micro entreprise","Ensemble","370","7","s","s","s"
"ESS + Hors ESS","2. Mutuelle","SANTE HUMAINE (QA)","Ensemble","2 - Petites entreprises","Ensemble","282","15","5063","4125","183115026"
"ESS + Hors ESS","2. Mutuelle","SANTE HUMAINE (QA)","Ensemble","3 - Moyennes entreprises","Ensemble","63","11","s","s","s"
"ESS + Hors ESS","2. Mutuelle","SANTE HUMAINE (QA)","Ensemble","4 - Grandes entreprises","Ensemble","17","4","s","s","s"
"ESS + Hors ESS","2. Mutuelle","SERVICES DIVERS","Ensemble","1 - Micro entreprise","Ensemble","13","8","16","15","534367"
"ESS + Hors ESS","2. Mutuelle","SERVICES DIVERS","Ensemble","2 - Petites entreprises","Ensemble","3","1","s","s","s"
"ESS + Hors ESS","2. Mutuelle","SERVICES DIVERS","Ensemble","3 - Moyennes entreprises","Ensemble","2","0","s","s","s"
"ESS + Hors ESS","2. Mutuelle","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","1 - Micro entreprise","Ensemble","61","0","s","s","s"
"ESS + Hors ESS","2. Mutuelle","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","2 - Petites entreprises","Ensemble","14","5","s","s","s"
"ESS + Hors ESS","2. Mutuelle","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","3 - Moyennes entreprises","Ensemble","5","0","501","462","12085419"
"ESS + Hors ESS","2. Mutuelle","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","4 - Grandes entreprises","Ensemble","3","1","s","s","s"
"ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Ensemble","1 - Micro entreprise","Ensemble","12024","6677","42014","42164","1189672410"
"ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Ensemble","2 - Petites entreprises","Ensemble","13760","6532","303719","251003","6891114900"
"ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Ensemble","3 - Moyennes entreprises","Ensemble","5697","2414","460249","394725","9615915667"
"ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Ensemble","4 - Grandes entreprises","Ensemble","180","111","71586","58721","1332623495"
"ESS + Hors ESS","3. Association","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","1 - Micro entreprise","Ensemble","174","52","477","496","21399474"
"ESS + Hors ESS","3. Association","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","2 - Petites entreprises","Ensemble","23","4","s","s","s"
"ESS + Hors ESS","3. Association","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","3 - Moyennes entreprises","Ensemble","6","3","s","s","s"
"ESS + Hors ESS","3. Association","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","4 - Grandes entreprises","Ensemble","4","1","s","s","s"
"ESS + Hors ESS","3. Association","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","1 - Micro entreprise","Ensemble","479","445","s","s","s"
"ESS + Hors ESS","3. Association","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","2 - Petites entreprises","Ensemble","102","76","s","s","s"
"ESS + Hors ESS","3. Association","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","3 - Moyennes entreprises","Ensemble","24","10","s","s","s"
"ESS + Hors ESS","3. Association","ARTS SPECTACLES (RZ1)","Ensemble","1 - Micro entreprise","Ensemble","20777","19542","13122","17807","613670860"
"ESS + Hors ESS","3. Association","ARTS SPECTACLES (RZ1)","Ensemble","2 - Petites entreprises","Ensemble","862","798","11689","11135","377132589"
"ESS + Hors ESS","3. Association","ARTS SPECTACLES (RZ1)","Ensemble","3 - Moyennes entreprises","Ensemble","63","61","s","s","s"
"ESS + Hors ESS","3. Association","ARTS SPECTACLES (RZ1)","Ensemble","4 - Grandes entreprises","Ensemble","3","3","s","s","s"
"ESS + Hors ESS","3. Association","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","1 - Micro entreprise","Ensemble","160","134","368","365","8711380"
"ESS + Hors ESS","3. Association","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","2 - Petites entreprises","Ensemble","90","59","2199","1921","42481134"
"ESS + Hors ESS","3. Association","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","3 - Moyennes entreprises","Ensemble","29","12","2382","2240","49679557"
"ESS + Hors ESS","3. Association","COMMERCE (GZ)","Ensemble","1 - Micro entreprise","Ensemble","274","204","s","s","s"
"ESS + Hors ESS","3. Association","COMMERCE (GZ)","Ensemble","2 - Petites entreprises","Ensemble","32","19","s","s","s"
"ESS + Hors ESS","3. Association","COMMERCE (GZ)","Ensemble","3 - Moyennes entreprises","Ensemble","2","2","s","s","s"
"ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Ensemble","1 - Micro entreprise","Ensemble","11586","9868","s","s","s"
"ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Ensemble","2 - Petites entreprises","Ensemble","6625","4579","128976","110012","3612836739"
"ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Ensemble","3 - Moyennes entreprises","Ensemble","1702","1242","134830","118162","4250722238"
"ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Ensemble","4 - Grandes entreprises","Ensemble","58","53","s","s","s"
"ESS + Hors ESS","3. Association","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","1 - Micro entreprise","Ensemble","2408","1550","6165","7786","203169205"
"ESS + Hors ESS","3. Association","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","2 - Petites entreprises","Ensemble","717","398","11513","11248","316858762"
"ESS + Hors ESS","3. Association","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","3 - Moyennes entreprises","Ensemble","51","30","3549","3401","99701703"
"ESS + Hors ESS","3. Association","INDUSTRIES ALIMENTAIRES (CA)","Ensemble","1 - Micro entreprise","Ensemble","20","16","s","s","s"
"ESS + Hors ESS","3. Association","INDUSTRIES ALIMENTAIRES (CA)","Ensemble","2 - Petites entreprises","Ensemble","1","0","s","s","s"
"ESS + Hors ESS","3. Association","INFORMATION ET COMMUNICATION (JZ)","Ensemble","1 - Micro entreprise","Ensemble","2344","2181","3228","3068","88984946"
"ESS + Hors ESS","3. Association","INFORMATION ET COMMUNICATION (JZ)","Ensemble","2 - Petites entreprises","Ensemble","88","79","1420","1329","49288988"
"ESS + Hors ESS","3. Association","INFORMATION ET COMMUNICATION (JZ)","Ensemble","3 - Moyennes entreprises","Ensemble","18","12","1650","1493","66250757"
"ESS + Hors ESS","3. Association","NON-CLASSES (94.99Z)","Ensemble","1 - Micro entreprise","Ensemble","38314","34884","59196","53341","1651257223"
"ESS + Hors ESS","3. Association","NON-CLASSES (94.99Z)","Ensemble","2 - Petites entreprises","Ensemble","4314","3642","63386","52826","1621253290"
"ESS + Hors ESS","3. Association","NON-CLASSES (94.99Z)","Ensemble","3 - Moyennes entreprises","Ensemble","424","341","s","s","s"
"ESS + Hors ESS","3. Association","NON-CLASSES (94.99Z)","Ensemble","4 - Grandes entreprises","Ensemble","21","16","s","s","s"
"ESS + Hors ESS","3. Association","ORGANISMES EXTRATERRITORIAUX","Ensemble","1 - Micro entreprise","Ensemble","3","3","s","s","s"
"ESS + Hors ESS","3. Association","SANTE HUMAINE (QA)","Ensemble","1 - Micro entreprise","Ensemble","1609","701","6007","5530","239108307"
"ESS + Hors ESS","3. Association","SANTE HUMAINE (QA)","Ensemble","2 - Petites entreprises","Ensemble","1737","862","34461","27671","1130435934"
