"REG","ESS_simp","typo_B","typo_B_det","sexe","CSP","nb_poste"
"Guyane","ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guyane","ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Employes","s"
"Guyane","ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Professions intermediaires","s"
"Guyane","ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guyane","ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Employes","s"
"Guyane","ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guyane","ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Professions intermediaires","s"
"Guyane","ESS","ARTS SPECTACLES (RZ1)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guyane","ESS","ARTS SPECTACLES (RZ1)","Ensemble","Ensemble","Employes","s"
"Guyane","ESS","ARTS SPECTACLES (RZ1)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guyane","ESS","ARTS SPECTACLES (RZ1)","Ensemble","Ensemble","Professions intermediaires","8"
"Guyane","ESS","COMMERCE (GZ)","Ensemble","Ensemble","Employes","s"
"Guyane","ESS","COMMERCE (GZ)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guyane","ESS","COMMERCE (GZ)","Ensemble","Ensemble","Professions intermediaires","s"
"Guyane","ESS","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guyane","ESS","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Employes","s"
"Guyane","ESS","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guyane","ESS","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Professions intermediaires","319"
"Guyane","ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guyane","ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guyane","ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guyane","ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guyane","ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Professions intermediaires","s"
"Guyane","ESS","NON-CLASSES (94.99Z)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guyane","ESS","NON-CLASSES (94.99Z)","Ensemble","Ensemble","Employes","s"
"Guyane","ESS","NON-CLASSES (94.99Z)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guyane","ESS","NON-CLASSES (94.99Z)","Ensemble","Ensemble","Professions intermediaires","s"
"Guyane","ESS","SANTE HUMAINE (QA)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guyane","ESS","SANTE HUMAINE (QA)","Ensemble","Ensemble","Employes","74"
"Guyane","ESS","SANTE HUMAINE (QA)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guyane","ESS","SANTE HUMAINE (QA)","Ensemble","Ensemble","Professions intermediaires","41"
"Guyane","ESS","SERVICES DIVERS","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guyane","ESS","SERVICES DIVERS","Ensemble","Ensemble","Employes","30"
"Guyane","ESS","SERVICES DIVERS","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guyane","ESS","SERVICES DIVERS","Ensemble","Ensemble","Professions intermediaires","s"
"Guyane","ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guyane","ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Employes","s"
"Guyane","ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guyane","ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Professions intermediaires","s"
"Guyane","ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guyane","ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Ensemble","Employes","26"
"Guyane","ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guyane","ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Ensemble","Professions intermediaires","96"
"Guyane","Privé Hors ESS","ACTION SOCIALE (QB)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guyane","Privé Hors ESS","ACTION SOCIALE (QB)","Ensemble","Ensemble","Employes","148"
"Guyane","Privé Hors ESS","ACTION SOCIALE (QB)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guyane","Privé Hors ESS","ACTION SOCIALE (QB)","Ensemble","Ensemble","Professions intermediaires","s"
"Guyane","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","174"
"Guyane","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Employes","s"
"Guyane","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guyane","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Professions intermediaires","s"
"Guyane","Privé Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guyane","Privé Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Employes","16"
"Guyane","Privé Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Ouvriers et Non codes","194"
"Guyane","Privé Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Professions intermediaires","s"
"Guyane","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guyane","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Ensemble","Employes","s"
"Guyane","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Ensemble","Ouvriers et Non codes","9"
"Guyane","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Ensemble","Professions intermediaires","s"
"Guyane","Privé Hors ESS","COMMERCE (GZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guyane","Privé Hors ESS","COMMERCE (GZ)","Ensemble","Ensemble","Employes","s"
"Guyane","Privé Hors ESS","COMMERCE (GZ)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guyane","Privé Hors ESS","COMMERCE (GZ)","Ensemble","Ensemble","Professions intermediaires","s"
"Guyane","Privé Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guyane","Privé Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Employes","s"
"Guyane","Privé Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guyane","Privé Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Professions intermediaires","138"
"Guyane","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guyane","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ensemble","Employes","s"
"Guyane","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guyane","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ensemble","Professions intermediaires","s"
"Guyane","Privé Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guyane","Privé Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Employes","s"
"Guyane","Privé Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Ouvriers et Non codes","4105"
"Guyane","Privé Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Professions intermediaires","1482"
"Guyane","Privé Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Ensemble","Employes","s"
"Guyane","Privé Hors ESS","NON-CLASSES (94.99Z)","Ensemble","Ensemble","Professions intermediaires","s"
"Guyane","Privé Hors ESS","SANTE HUMAINE (QA)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guyane","Privé Hors ESS","SANTE HUMAINE (QA)","Ensemble","Ensemble","Employes","464"
"Guyane","Privé Hors ESS","SANTE HUMAINE (QA)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guyane","Privé Hors ESS","SANTE HUMAINE (QA)","Ensemble","Ensemble","Professions intermediaires","243"
"Guyane","Privé Hors ESS","SERVICES DIVERS","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guyane","Privé Hors ESS","SERVICES DIVERS","Ensemble","Ensemble","Employes","1296"
"Guyane","Privé Hors ESS","SERVICES DIVERS","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guyane","Privé Hors ESS","SERVICES DIVERS","Ensemble","Ensemble","Professions intermediaires","1001"
"Guyane","Privé Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","584"
"Guyane","Privé Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Employes","1742"
"Guyane","Privé Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Ouvriers et Non codes","1141"
"Guyane","Privé Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Professions intermediaires","541"
"Guyane","Privé Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guyane","Privé Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Ensemble","Employes","35"
"Guyane","Privé Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guyane","Privé Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Ensemble","Professions intermediaires","26"
"Guyane","Public","ACTION SOCIALE (QB)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guyane","Public","ACTION SOCIALE (QB)","Ensemble","Ensemble","Employes","523"
"Guyane","Public","ACTION SOCIALE (QB)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guyane","Public","ACTION SOCIALE (QB)","Ensemble","Ensemble","Professions intermediaires","s"
"Guyane","Public","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guyane","Public","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Employes","s"
"Guyane","Public","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Professions intermediaires","s"
"Guyane","Public","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guyane","Public","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Employes","s"
"Guyane","Public","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guyane","Public","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Professions intermediaires","s"
"Guyane","Public","ARTS SPECTACLES (RZ1)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","33"
"Guyane","Public","ARTS SPECTACLES (RZ1)","Ensemble","Ensemble","Employes","59"
"Guyane","Public","ARTS SPECTACLES (RZ1)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guyane","Public","ARTS SPECTACLES (RZ1)","Ensemble","Ensemble","Professions intermediaires","s"
"Guyane","Public","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","1775"
"Guyane","Public","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Employes","s"
"Guyane","Public","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guyane","Public","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Professions intermediaires","6565"
"Guyane","Public","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ensemble","Employes","s"
"Guyane","Public","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guyane","Public","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guyane","Public","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Employes","s"
"Guyane","Public","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guyane","Public","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Professions intermediaires","s"
"Guyane","Public","SANTE HUMAINE (QA)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","549"
"Guyane","Public","SANTE HUMAINE (QA)","Ensemble","Ensemble","Employes","1329"
"Guyane","Public","SANTE HUMAINE (QA)","Ensemble","Ensemble","Ouvriers et Non codes","249"
"Guyane","Public","SANTE HUMAINE (QA)","Ensemble","Ensemble","Professions intermediaires","1751"
"Guyane","Public","SERVICES DIVERS","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guyane","Public","SERVICES DIVERS","Ensemble","Ensemble","Employes","5491"
"Guyane","Public","SERVICES DIVERS","Ensemble","Ensemble","Ouvriers et Non codes","3417"
"Guyane","Public","SERVICES DIVERS","Ensemble","Ensemble","Professions intermediaires","s"
"Guyane","Public","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Guyane","Public","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Employes","s"
"Guyane","Public","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Guyane","Public","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Professions intermediaires","s"
"Hauts-de-France","ESS","ACTION SOCIALE (QB)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","4003"
"Hauts-de-France","ESS","ACTION SOCIALE (QB)","Ensemble","Ensemble","Employes","41248"
"Hauts-de-France","ESS","ACTION SOCIALE (QB)","Ensemble","Ensemble","Ouvriers et Non codes","22607"
"Hauts-de-France","ESS","ACTION SOCIALE (QB)","Ensemble","Ensemble","Professions intermediaires","28012"
"Hauts-de-France","ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","3964"
"Hauts-de-France","ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Employes","s"
"Hauts-de-France","ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Hauts-de-France","ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Ensemble","Professions intermediaires","8437"
"Hauts-de-France","ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Hauts-de-France","ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Employes","s"
"Hauts-de-France","ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Ouvriers et Non codes","212"
"Hauts-de-France","ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Professions intermediaires","226"
"Hauts-de-France","ESS","ARTS SPECTACLES (RZ1)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","1011"
"Hauts-de-France","ESS","ARTS SPECTACLES (RZ1)","Ensemble","Ensemble","Employes","s"
"Hauts-de-France","ESS","ARTS SPECTACLES (RZ1)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Hauts-de-France","ESS","ARTS SPECTACLES (RZ1)","Ensemble","Ensemble","Professions intermediaires","653"
"Hauts-de-France","ESS","COMMERCE (GZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Hauts-de-France","ESS","COMMERCE (GZ)","Ensemble","Ensemble","Employes","539"
"Hauts-de-France","ESS","COMMERCE (GZ)","Ensemble","Ensemble","Ouvriers et Non codes","762"
"Hauts-de-France","ESS","COMMERCE (GZ)","Ensemble","Ensemble","Professions intermediaires","s"
"Hauts-de-France","ESS","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Hauts-de-France","ESS","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Employes","s"
"Hauts-de-France","ESS","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Hauts-de-France","ESS","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Professions intermediaires","15646"
"Hauts-de-France","ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Hauts-de-France","ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ensemble","Employes","478"
"Hauts-de-France","ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ensemble","Ouvriers et Non codes","s"
"Hauts-de-France","ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ensemble","Professions intermediaires","s"
"Hauts-de-France","ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","351"
"Hauts-de-France","ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Employes","307"
"Hauts-de-France","ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Ouvriers et Non codes","3260"
"Hauts-de-France","ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Ensemble","Professions intermediaires","825"
"Hauts-de-France","ESS","NON-CLASSES (94.99Z)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Hauts-de-France","ESS","NON-CLASSES (94.99Z)","Ensemble","Ensemble","Employes","s"
"Hauts-de-France","ESS","NON-CLASSES (94.99Z)","Ensemble","Ensemble","Ouvriers et Non codes","1555"
"Hauts-de-France","ESS","NON-CLASSES (94.99Z)","Ensemble","Ensemble","Professions intermediaires","s"
"Hauts-de-France","ESS","SANTE HUMAINE (QA)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","1846"
"Hauts-de-France","ESS","SANTE HUMAINE (QA)","Ensemble","Ensemble","Employes","6242"
"Hauts-de-France","ESS","SANTE HUMAINE (QA)","Ensemble","Ensemble","Ouvriers et Non codes","263"
"Hauts-de-France","ESS","SANTE HUMAINE (QA)","Ensemble","Ensemble","Professions intermediaires","4751"
"Hauts-de-France","ESS","SERVICES DIVERS","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","487"
"Hauts-de-France","ESS","SERVICES DIVERS","Ensemble","Ensemble","Employes","1708"
"Hauts-de-France","ESS","SERVICES DIVERS","Ensemble","Ensemble","Ouvriers et Non codes","715"
"Hauts-de-France","ESS","SERVICES DIVERS","Ensemble","Ensemble","Professions intermediaires","491"
"Hauts-de-France","ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","2032"
"Hauts-de-France","ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Employes","4275"
"Hauts-de-France","ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Ouvriers et Non codes","5102"
"Hauts-de-France","ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Professions intermediaires","2284"
"Hauts-de-France","ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Ensemble","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Hauts-de-France","ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Ensemble","Employes","800"
