"ESS","famille","typo_C","typo_C_det","taille_etab","nb_etab","nb_ent","eff_31","eff_EQTP","rem_brut"
"ESS + Hors ESS","3. Association","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","4 - Grandes entreprises","4","1","s","s","s"
"ESS + Hors ESS","3. Association","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","1 - Micro entreprise","67","9","128","119","3918309"
"ESS + Hors ESS","3. Association","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","2 - Petites entreprises","9","2","s","s","s"
"ESS + Hors ESS","3. Association","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","3 - Moyennes entreprises","1","1","s","s","s"
"ESS + Hors ESS","3. Association","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","1 - Micro entreprise","21","12","64","69","3133423"
"ESS + Hors ESS","3. Association","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","2 - Petites entreprises","2","0","s","s","s"
"ESS + Hors ESS","3. Association","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","3 - Moyennes entreprises","1","0","s","s","s"
"ESS + Hors ESS","3. Association","ARTS SPECTACLES (RZ1)","Arts du spectacle vivant et soutien au spectacle vivant","1 - Micro entreprise","18834","17746","10448","15192","539741725"
"ESS + Hors ESS","3. Association","ARTS SPECTACLES (RZ1)","Arts du spectacle vivant et soutien au spectacle vivant","2 - Petites entreprises","526","501","6453","6342","225782646"
"ESS + Hors ESS","3. Association","ARTS SPECTACLES (RZ1)","Arts du spectacle vivant et soutien au spectacle vivant","3 - Moyennes entreprises","35","35","s","s","s"
"ESS + Hors ESS","3. Association","ARTS SPECTACLES (RZ1)","Arts du spectacle vivant et soutien au spectacle vivant","4 - Grandes entreprises","2","2","s","s","s"
"ESS + Hors ESS","3. Association","ARTS SPECTACLES (RZ1)","Création artistique","1 - Micro entreprise","751","726","492","484","13968460"
"ESS + Hors ESS","3. Association","ARTS SPECTACLES (RZ1)","Création artistique","2 - Petites entreprises","10","10","s","s","s"
"ESS + Hors ESS","3. Association","ARTS SPECTACLES (RZ1)","Création artistique","3 - Moyennes entreprises","2","2","s","s","s"
"ESS + Hors ESS","3. Association","ARTS SPECTACLES (RZ1)","Gestion des spectacles","1 - Micro entreprise","480","413","996","987","28015693"
"ESS + Hors ESS","3. Association","ARTS SPECTACLES (RZ1)","Gestion des spectacles","2 - Petites entreprises","219","197","s","s","s"
"ESS + Hors ESS","3. Association","ARTS SPECTACLES (RZ1)","Gestion des spectacles","3 - Moyennes entreprises","19","19","s","s","s"
"ESS + Hors ESS","3. Association","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Autres industries (BE)","1 - Micro entreprise","125","103","s","s","s"
"ESS + Hors ESS","3. Association","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Autres industries (BE)","2 - Petites entreprises","70","45","s","s","s"
"ESS + Hors ESS","3. Association","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Autres industries (BE)","3 - Moyennes entreprises","27","10","s","s","s"
"ESS + Hors ESS","3. Association","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Construction (FZ)","1 - Micro entreprise","35","31","s","s","s"
"ESS + Hors ESS","3. Association","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Construction (FZ)","2 - Petites entreprises","20","14","s","s","s"
"ESS + Hors ESS","3. Association","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Construction (FZ)","3 - Moyennes entreprises","2","2","s","s","s"
"ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Autres enseignements","1 - Micro entreprise","2306","2087","s","s","s"
"ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Autres enseignements","2 - Petites entreprises","597","480","9410","7472","247671855"
"ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Autres enseignements","3 - Moyennes entreprises","126","96","9536","8187","301259424"
"ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Autres enseignements","4 - Grandes entreprises","2","2","s","s","s"
"ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Enseignement culturel","1 - Micro entreprise","2164","2081","2301","1487","43094185"
"ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Enseignement culturel","2 - Petites entreprises","469","457","s","s","s"
"ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Enseignement culturel","3 - Moyennes entreprises","20","18","s","s","s"
"ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Enseignement de disciplines sportives et d activites de lois","1 - Micro entreprise","1891","1814","s","s","s"
"ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Enseignement de disciplines sportives et d activites de lois","2 - Petites entreprises","45","41","s","s","s"
"ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Enseignement de disciplines sportives et d activites de lois","3 - Moyennes entreprises","6","6","s","s","s"
"ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","1 - Micro entreprise","2916","2202","13765","12194","373076213"
"ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","2 - Petites entreprises","4665","3139","99653","86647","2832950237"
"ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","3 - Moyennes entreprises","1414","1039","115169","101674","3667788796"
"ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","4 - Grandes entreprises","54","49","16512","14293","650182298"
"ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Formation d adultes","1 - Micro entreprise","2309","1684","s","s","s"
"ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Formation d adultes","2 - Petites entreprises","849","462","15263","12899","446398578"
"ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Formation d adultes","3 - Moyennes entreprises","136","83","8704","7331","247899201"
"ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Formation d adultes","4 - Grandes entreprises","2","2","s","s","s"
"ESS + Hors ESS","3. Association","SPORTS ET LOISIRS (RZ2)","Loisirs","1 - Micro entreprise","2452","2223","s","3453","85355722"
"ESS + Hors ESS","3. Association","SPORTS ET LOISIRS (RZ2)","Loisirs","2 - Petites entreprises","512","426","s","s","s"
"ESS + Hors ESS","3. Association","SPORTS ET LOISIRS (RZ2)","Loisirs","3 - Moyennes entreprises","56","39","s","s","s"
"ESS + Hors ESS","3. Association","SPORTS ET LOISIRS (RZ2)","Loisirs","4 - Grandes entreprises","4","2","s","s","s"
"ESS + Hors ESS","3. Association","SPORTS ET LOISIRS (RZ2)","Sports","1 - Micro entreprise","29359","28213","s","26051","691646495"
"ESS + Hors ESS","3. Association","SPORTS ET LOISIRS (RZ2)","Sports","2 - Petites entreprises","1691","1562","s","s","s"
"ESS + Hors ESS","3. Association","SPORTS ET LOISIRS (RZ2)","Sports","3 - Moyennes entreprises","139","125","s","s","s"
"ESS + Hors ESS","3. Association","SPORTS ET LOISIRS (RZ2)","Sports","4 - Grandes entreprises","7","5","s","s","s"
"ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","1 - Micro entreprise","12","0","s","s","s"
"ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","2 - Petites entreprises","7","0","90","79","2515826"
"ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","3 - Moyennes entreprises","2","0","s","s","s"
"ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","1 - Micro entreprise","4","1","s","s","s"
"ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","2 - Petites entreprises","9","1","s","s","s"
"ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","3 - Moyennes entreprises","2","1","s","s","s"
"ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Accueil d enfants handicapes","1 - Micro entreprise","17","0","s","s","s"
"ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Accueil d enfants handicapes","2 - Petites entreprises","11","0","243","187","6463780"
"ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Accueil d enfants handicapes","3 - Moyennes entreprises","4","1","s","s","s"
"ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Accueil des jeunes enfants","1 - Micro entreprise","5","0","s","s","s"
"ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Accueil des jeunes enfants","2 - Petites entreprises","29","1","s","s","s"
"ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Action sociale NCA","1 - Micro entreprise","101","26","s","s","s"
"ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Action sociale NCA","2 - Petites entreprises","82","12","1801","1488","55019850"
"ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Action sociale NCA","3 - Moyennes entreprises","19","3","1314","1143","38421271"
"ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Action sociale NCA","4 - Grandes entreprises","1","0","s","s","s"
"ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Aide a domicile","1 - Micro entreprise","5","2","s","s","s"
"ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Aide a domicile","2 - Petites entreprises","2","0","s","s","s"
"ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Aide a domicile","3 - Moyennes entreprises","5","0","588","537","12382910"
"ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Aide par le travail","1 - Micro entreprise","4","1","s","s","s"
"ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Aide par le travail","2 - Petites entreprises","20","2","s","s","s"
"ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Aide par le travail","3 - Moyennes entreprises","31","2","s","s","s"
"ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Aide par le travail","4 - Grandes entreprises","1","0","s","s","s"
"ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Hebergement medico-social et social","1 - Micro entreprise","72","6","s","s","s"
"ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Hebergement medico-social et social","2 - Petites entreprises","259","20","7700","6914","203516693"
"ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Hebergement medico-social et social","3 - Moyennes entreprises","325","43","23648","20812","606682591"
"ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Hebergement medico-social et social","4 - Grandes entreprises","5","0","s","s","s"
"ESS + Hors ESS","4. Fondation","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1 - Micro entreprise","4","3","s","s","s"
"ESS + Hors ESS","4. Fondation","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","1 - Micro entreprise","1","1","s","s","s"
"ESS + Hors ESS","4. Fondation","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","1 - Micro entreprise","1","1","s","s","s"
"ESS + Hors ESS","4. Fondation","ARTS SPECTACLES (RZ1)","Arts du spectacle vivant et soutien au spectacle vivant","1 - Micro entreprise","8","8","s","s","s"
"ESS + Hors ESS","4. Fondation","ARTS SPECTACLES (RZ1)","Arts du spectacle vivant et soutien au spectacle vivant","3 - Moyennes entreprises","1","1","s","s","s"
"ESS + Hors ESS","4. Fondation","ARTS SPECTACLES (RZ1)","Création artistique","1 - Micro entreprise","4","4","s","s","s"
"ESS + Hors ESS","4. Fondation","ARTS SPECTACLES (RZ1)","Gestion des spectacles","1 - Micro entreprise","1","1","s","s","s"
"ESS + Hors ESS","4. Fondation","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Autres industries (BE)","2 - Petites entreprises","1","0","s","s","s"
"ESS + Hors ESS","4. Fondation","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Construction (FZ)","1 - Micro entreprise","1","1","s","s","s"
"ESS + Hors ESS","4. Fondation","ENSEIGNEMENT (PZ)","Autres enseignements","1 - Micro entreprise","8","4","s","s","s"
"ESS + Hors ESS","4. Fondation","ENSEIGNEMENT (PZ)","Autres enseignements","2 - Petites entreprises","4","1","s","s","s"
"ESS + Hors ESS","4. Fondation","ENSEIGNEMENT (PZ)","Autres enseignements","3 - Moyennes entreprises","11","2","s","s","s"
"ESS + Hors ESS","4. Fondation","ENSEIGNEMENT (PZ)","Enseignement culturel","1 - Micro entreprise","1","1","s","s","s"
"ESS + Hors ESS","4. Fondation","ENSEIGNEMENT (PZ)","Enseignement culturel","3 - Moyennes entreprises","1","1","s","s","s"
"ESS + Hors ESS","4. Fondation","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","1 - Micro entreprise","15","5","57","49","1849883"
"ESS + Hors ESS","4. Fondation","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","2 - Petites entreprises","36","4","s","s","s"
"ESS + Hors ESS","4. Fondation","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","3 - Moyennes entreprises","28","7","s","s","s"
"ESS + Hors ESS","4. Fondation","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","4 - Grandes entreprises","4","3","2205","2090","104399498"
"ESS + Hors ESS","4. Fondation","ENSEIGNEMENT (PZ)","Formation d adultes","1 - Micro entreprise","31","0","104","132","3980493"
"ESS + Hors ESS","4. Fondation","ENSEIGNEMENT (PZ)","Formation d adultes","2 - Petites entreprises","9","2","s","s","s"
"ESS + Hors ESS","4. Fondation","ENSEIGNEMENT (PZ)","Formation d adultes","3 - Moyennes entreprises","2","0","s","s","s"
"ESS + Hors ESS","4. Fondation","SPORTS ET LOISIRS (RZ2)","Loisirs","1 - Micro entreprise","1","0","s","s","s"
"ESS + Hors ESS","4. Fondation","SPORTS ET LOISIRS (RZ2)","Sports","1 - Micro entreprise","3","3","7","s","s"
"ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","1 - Micro entreprise","40","32","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","2 - Petites entreprises","17","10","375","289","s"
"ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","3 - Moyennes entreprises","5","5","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","1 - Micro entreprise","28","22","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","2 - Petites entreprises","6","5","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","3 - Moyennes entreprises","1","1","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","4 - Grandes entreprises","1","0","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil d enfants handicapes","1 - Micro entreprise","15","6","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil d enfants handicapes","2 - Petites entreprises","7","1","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil d enfants handicapes","3 - Moyennes entreprises","5","1","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","1 - Micro entreprise","3350","1878","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","2 - Petites entreprises","1175","547","16214","13993","319666063"
"ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","3 - Moyennes entreprises","160","120","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","4 - Grandes entreprises","10","1","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Action sociale NCA","1 - Micro entreprise","260","194","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Action sociale NCA","2 - Petites entreprises","88","56","1611","1397","40629252"
"ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Action sociale NCA","3 - Moyennes entreprises","21","15","1618","1378","59153089"
"ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Action sociale NCA","4 - Grandes entreprises","3","1","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","1 - Micro entreprise","1482","1210","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","2 - Petites entreprises","1900","1437","38025","26885","568529240"
"ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","3 - Moyennes entreprises","542","375","32421","23391","488494941"
"ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","4 - Grandes entreprises","4","4","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","1 - Micro entreprise","16","12","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","2 - Petites entreprises","51","29","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","3 - Moyennes entreprises","15","6","1076","1006","22270308"
"ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","4 - Grandes entreprises","1","1","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","1 - Micro entreprise","352","266","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","2 - Petites entreprises","767","581","23546","20890","578413248"
"ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","3 - Moyennes entreprises","1273","832","78477","69935","1973292447"
"ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","4 - Grandes entreprises","5","2","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1 - Micro entreprise","33907","28079","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2 - Petites entreprises","1905","1270","s","s","s"
"ESS + Hors ESS","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","3 - Moyennes entreprises","311","165","s","s","s"
